flight_number,airline,origin,destination,date,day_of_week,month,scheduled_departure,actual_departure,delay_minutes,delay_category,delay_reason,distance,hour_of_day
FR7585,Frontier Airlines,DFW,PHX,2024-02-25,Sunday,February,2024-02-25 14:45:00,2024-02-25 15:35:00,50,Moderate Delay,Late Arrival,2314,14
AM3210,American Airlines,MIA,BOS,2024-11-18,Monday,November,2024-11-18 11:30:00,2024-11-18 14:26:00,176,Severe Delay,Airport Congestion,881,11
JE993,JetBlue Airways,SAN,MSP,2024-08-04,Sunday,August,2024-08-04 20:45:00,2024-08-05 01:06:00,261,Severe Delay,Weather,2250,20
UN9691,United Airlines,SAN,DTW,2024-02-27,Tuesday,February,2024-02-27 06:45:00,2024-02-27 06:51:00,6,Minor Delay,Air Traffic Control,932,6
SO7549,Southwest Airlines,DEN,MIA,2024-08-20,Tuesday,August,2024-08-20 09:15:00,2024-08-20 10:48:00,93,Severe Delay,Weather,667,9
FR6046,Frontier Airlines,DEN,DTW,2024-12-27,Friday,December,2024-12-27 17:15:00,2024-12-27 17:21:00,6,Minor Delay,Baggage Loading,379,17
AL9365,Alaska Airlines,SLC,LAX,2024-03-28,Thursday,March,2024-03-28 07:15:00,2024-03-28 07:21:00,6,Minor Delay,Late Arrival,410,7
JE5171,JetBlue Airways,IAD,SFO,2024-08-02,Friday,August,2024-08-02 09:15:00,2024-08-02 09:33:00,18,Moderate Delay,Airport Congestion,1030,9
JE300,JetBlue Airways,SFO,MSP,2024-01-02,Tuesday,January,2024-01-02 19:00:00,2024-01-02 19:12:00,12,Minor Delay,Baggage Loading,1174,19
FR7534,Frontier Airlines,EWR,BOS,2024-04-21,Sunday,April,2024-04-21 05:00:00,2024-04-21 05:06:00,6,Minor Delay,Late Arrival,1339,5
SO901,Southwest Airlines,CLT,LAX,2024-11-13,Wednesday,November,2024-11-13 04:30:00,2024-11-13 04:40:00,10,Minor Delay,Air Traffic Control,2932,4
JE5524,JetBlue Airways,DEN,DFW,2024-10-22,Tuesday,October,2024-10-22 06:15:00,2024-10-22 06:17:00,2,Minor Delay,Baggage Loading,2703,6
UN7560,United Airlines,IAD,PHL,2024-12-04,Wednesday,December,2024-12-04 10:00:00,2024-12-04 10:05:00,5,Minor Delay,Baggage Loading,1522,10
SP1208,Spirit Airlines,EWR,PHL,2024-07-07,Sunday,July,2024-07-07 05:45:00,2024-07-07 06:02:00,17,Moderate Delay,Air Traffic Control,1548,5
SP8695,Spirit Airlines,MCO,IAD,2024-09-26,Thursday,September,2024-09-26 07:00:00,2024-09-26 07:01:00,1,Minor Delay,Late Arrival,2776,7
DE8024,Delta Air Lines,IAD,SAN,2024-09-27,Friday,September,2024-09-27 15:30:00,2024-09-27 15:42:00,12,Minor Delay,Baggage Loading,1263,15
AL2225,Alaska Airlines,LGA,PHL,2024-09-26,Thursday,September,2024-09-26 13:45:00,2024-09-26 13:45:00,0,On Time,No Delay,936,13
SO4859,Southwest Airlines,MCO,ATL,2024-11-08,Friday,November,2024-11-08 06:45:00,2024-11-08 07:09:00,24,Moderate Delay,Weather,1049,6
SP6883,Spirit Airlines,DFW,IAH,2024-11-11,Monday,November,2024-11-11 10:15:00,2024-11-11 10:20:00,5,Minor Delay,Air Traffic Control,1353,10
DE5142,Delta Air Lines,MIA,DTW,2024-05-10,Friday,May,2024-05-10 14:00:00,2024-05-10 14:11:00,11,Minor Delay,Baggage Loading,1598,14
AM2977,American Airlines,MCO,IAH,2024-07-21,Sunday,July,2024-07-21 19:45:00,2024-07-21 20:33:00,48,Moderate Delay,Airport Congestion,2172,19
FR8897,Frontier Airlines,SEA,BOS,2024-03-20,Wednesday,March,2024-03-20 18:45:00,2024-03-20 19:43:00,58,Moderate Delay,Air Traffic Control,2514,18
AL9196,Alaska Airlines,DTW,ATL,2024-12-13,Friday,December,2024-12-13 07:30:00,2024-12-13 11:01:00,211,Severe Delay,Weather,811,7
AM5656,American Airlines,JFK,SLC,2024-05-23,Thursday,May,2024-05-23 14:15:00,2024-05-23 14:24:00,9,Minor Delay,Baggage Loading,967,14
DE5150,Delta Air Lines,SAN,SEA,2024-10-31,Thursday,October,2024-10-31 17:30:00,2024-10-31 17:39:00,9,Minor Delay,Baggage Loading,1173,17
FR5058,Frontier Airlines,MCO,DTW,2024-07-09,Tuesday,July,2024-07-09 09:00:00,2024-07-09 09:10:00,10,Minor Delay,Air Traffic Control,1027,9
FR8390,Frontier Airlines,ATL,MSP,2024-02-17,Saturday,February,2024-02-17 20:15:00,2024-02-17 20:16:00,1,Minor Delay,Baggage Loading,2344,20
AL2447,Alaska Airlines,ORD,DTW,2024-06-07,Friday,June,2024-06-07 16:15:00,2024-06-07 16:24:00,9,Minor Delay,Air Traffic Control,2081,16
DE167,Delta Air Lines,MIA,DFW,2024-07-17,Wednesday,July,2024-07-17 16:00:00,2024-07-17 16:07:00,7,Minor Delay,Air Traffic Control,622,16
JE468,JetBlue Airways,PHL,MIA,2024-09-23,Monday,September,2024-09-23 16:15:00,2024-09-23 16:20:00,5,Minor Delay,Air Traffic Control,1373,16
AL7327,Alaska Airlines,SLC,ORD,2024-05-21,Tuesday,May,2024-05-21 09:15:00,2024-05-21 09:19:00,4,Minor Delay,Air Traffic Control,2751,9
DE3484,Delta Air Lines,DTW,IAH,2024-10-13,Sunday,October,2024-10-13 14:30:00,2024-10-13 14:39:00,9,Minor Delay,Late Arrival,1360,14
SO2906,Southwest Airlines,DEN,SEA,2024-10-20,Sunday,October,2024-10-20 15:30:00,2024-10-20 15:33:00,3,Minor Delay,Air Traffic Control,732,15
FR926,Frontier Airlines,ORD,EWR,2024-01-15,Monday,January,2024-01-15 04:45:00,2024-01-15 05:01:00,16,Moderate Delay,Late Arrival,2724,4
JE5544,JetBlue Airways,MCO,IAD,2024-07-01,Monday,July,2024-07-01 18:00:00,2024-07-01 22:28:00,268,Severe Delay,Aircraft Issue,580,18
FR1693,Frontier Airlines,SFO,MIA,2024-12-23,Monday,December,2024-12-23 16:45:00,2024-12-23 16:56:00,11,Minor Delay,Air Traffic Control,788,16
JE6054,JetBlue Airways,JFK,CLT,2024-11-11,Monday,November,2024-11-11 17:30:00,2024-11-11 20:46:00,196,Severe Delay,Airport Congestion,2196,17
DE7887,Delta Air Lines,ORD,JFK,2024-01-16,Tuesday,January,2024-01-16 13:15:00,2024-01-16 13:25:00,10,Minor Delay,Baggage Loading,2675,13
UN8422,United Airlines,ORD,EWR,2024-10-21,Monday,October,2024-10-21 19:00:00,2024-10-21 19:16:00,16,Moderate Delay,Weather,1437,19
FR6666,Frontier Airlines,PHL,EWR,2024-09-29,Sunday,September,2024-09-29 08:15:00,2024-09-29 08:16:00,1,Minor Delay,Baggage Loading,1772,8
AL3511,Alaska Airlines,SAN,PHL,2024-02-03,Saturday,February,2024-02-03 12:45:00,2024-02-03 12:47:00,2,Minor Delay,Baggage Loading,2430,12
SO2935,Southwest Airlines,SLC,SAN,2024-12-21,Saturday,December,2024-12-21 05:45:00,2024-12-21 05:57:00,12,Minor Delay,Late Arrival,2096,5
DE7394,Delta Air Lines,CLT,SEA,2024-06-15,Saturday,June,2024-06-15 22:00:00,2024-06-15 22:04:00,4,Minor Delay,Late Arrival,2642,22
AL8198,Alaska Airlines,BWI,SAN,2024-07-13,Saturday,July,2024-07-13 05:15:00,2024-07-13 05:45:00,30,Moderate Delay,Airport Congestion,2906,5
FR8804,Frontier Airlines,MIA,EWR,2024-03-17,Sunday,March,2024-03-17 15:45:00,2024-03-17 15:49:00,4,Minor Delay,Late Arrival,1496,15
JE7222,JetBlue Airways,SAN,IAH,2024-06-02,Sunday,June,2024-06-02 23:00:00,2024-06-02 23:02:00,2,Minor Delay,Late Arrival,1855,23
JE1122,JetBlue Airways,IAH,PHL,2024-03-06,Wednesday,March,2024-03-06 22:00:00,2024-03-07 01:33:00,213,Severe Delay,Weather,1355,22
SO7173,Southwest Airlines,SAN,PHL,2024-01-16,Tuesday,January,2024-01-16 11:30:00,2024-01-16 15:27:00,237,Severe Delay,Airport Congestion,1982,11
SO2941,Southwest Airlines,BOS,LAX,2024-10-06,Sunday,October,2024-10-06 07:45:00,2024-10-06 11:19:00,214,Severe Delay,Airport Congestion,831,7
UN2300,United Airlines,ATL,ORD,2024-05-27,Monday,May,2024-05-27 16:15:00,2024-05-27 20:54:00,279,Severe Delay,Airport Congestion,756,16
UN6913,United Airlines,SFO,IAD,2024-02-13,Tuesday,February,2024-02-13 15:45:00,2024-02-13 15:48:00,3,Minor Delay,Baggage Loading,2286,15
FR6403,Frontier Airlines,IAH,LAS,2024-08-05,Monday,August,2024-08-05 07:00:00,2024-08-05 07:17:00,17,Moderate Delay,Airport Congestion,2255,7
SP9048,Spirit Airlines,PHL,IAH,2024-05-17,Friday,May,2024-05-17 03:00:00,2024-05-17 03:11:00,11,Minor Delay,Late Arrival,1709,3
FR1411,Frontier Airlines,LAX,DTW,2024-02-27,Tuesday,February,2024-02-27 23:30:00,2024-02-27 23:39:00,9,Minor Delay,Air Traffic Control,2343,23
DE4117,Delta Air Lines,BOS,SLC,2024-11-08,Friday,November,2024-11-08 17:00:00,2024-11-08 17:05:00,5,Minor Delay,Late Arrival,2574,17
AM5728,American Airlines,DTW,ATL,2024-06-08,Saturday,June,2024-06-08 13:45:00,2024-06-08 13:54:00,9,Minor Delay,Baggage Loading,1924,13
JE4838,JetBlue Airways,CLT,DFW,2024-06-29,Saturday,June,2024-06-29 16:30:00,2024-06-29 19:13:00,163,Severe Delay,Weather,2777,16
UN9485,United Airlines,DFW,SAN,2024-08-30,Friday,August,2024-08-30 23:00:00,2024-08-30 23:18:00,18,Moderate Delay,Weather,719,23
DE4652,Delta Air Lines,PHX,LAX,2024-09-15,Sunday,September,2024-09-15 15:30:00,2024-09-15 16:07:00,37,Moderate Delay,Weather,2673,15
UN7417,United Airlines,IAH,CLT,2024-03-30,Saturday,March,2024-03-30 08:15:00,2024-03-30 08:19:00,4,Minor Delay,Late Arrival,335,8
DE2476,Delta Air Lines,LGA,LAX,2024-06-24,Monday,June,2024-06-24 19:45:00,2024-06-24 22:16:00,151,Severe Delay,Airport Congestion,2811,19
SO9565,Southwest Airlines,IAD,IAH,2024-03-26,Tuesday,March,2024-03-26 04:30:00,2024-03-26 05:59:00,89,Severe Delay,Weather,886,4
SP7902,Spirit Airlines,MIA,MSP,2024-08-25,Sunday,August,2024-08-25 17:15:00,2024-08-25 17:23:00,8,Minor Delay,Late Arrival,1797,17
JE2478,JetBlue Airways,MSP,EWR,2024-08-30,Friday,August,2024-08-30 00:45:00,2024-08-30 01:10:00,25,Moderate Delay,Air Traffic Control,2371,0
AM1695,American Airlines,DTW,SLC,2024-12-15,Sunday,December,2024-12-15 10:45:00,2024-12-15 10:58:00,13,Minor Delay,Late Arrival,1316,10
JE4475,JetBlue Airways,ORD,MIA,2024-06-20,Thursday,June,2024-06-20 16:45:00,2024-06-20 16:50:00,5,Minor Delay,Late Arrival,1190,16
SO8618,Southwest Airlines,SEA,SAN,2024-12-10,Tuesday,December,2024-12-10 16:15:00,2024-12-10 16:28:00,13,Minor Delay,Air Traffic Control,2955,16
DE295,Delta Air Lines,EWR,ORD,2024-01-05,Friday,January,2024-01-05 14:45:00,2024-01-05 14:46:00,1,Minor Delay,Late Arrival,1360,14
SO657,Southwest Airlines,ATL,BWI,2024-05-08,Wednesday,May,2024-05-08 05:15:00,2024-05-08 06:47:00,92,Severe Delay,Weather,553,5
UN6259,United Airlines,SLC,BWI,2024-11-05,Tuesday,November,2024-11-05 14:15:00,2024-11-05 16:19:00,124,Severe Delay,Crew Issue,1406,14
DE7529,Delta Air Lines,PHX,SFO,2024-08-27,Tuesday,August,2024-08-27 16:30:00,2024-08-27 16:37:00,7,Minor Delay,Air Traffic Control,1335,16
SP6466,Spirit Airlines,SEA,DFW,2024-02-01,Thursday,February,2024-02-01 08:30:00,2024-02-01 08:43:00,13,Minor Delay,Air Traffic Control,2214,8
SP3023,Spirit Airlines,BWI,BOS,2024-04-12,Friday,April,2024-04-12 06:45:00,2024-04-12 06:56:00,11,Minor Delay,Late Arrival,635,6
JE1792,JetBlue Airways,DFW,ORD,2024-08-14,Wednesday,August,2024-08-14 05:30:00,2024-08-14 06:09:00,39,Moderate Delay,Late Arrival,809,5
AM719,American Airlines,SLC,JFK,2024-11-30,Saturday,November,2024-11-30 08:30:00,2024-11-30 09:01:00,31,Moderate Delay,Late Arrival,2158,8
SP1248,Spirit Airlines,DTW,LAS,2024-08-11,Sunday,August,2024-08-11 00:45:00,2024-08-11 00:57:00,12,Minor Delay,Late Arrival,1670,0
JE6663,JetBlue Airways,DFW,SLC,2024-06-19,Wednesday,June,2024-06-19 23:00:00,2024-06-19 23:14:00,14,Minor Delay,Baggage Loading,529,23
JE3427,JetBlue Airways,CLT,PHL,2024-08-23,Friday,August,2024-08-23 03:45:00,2024-08-23 03:56:00,11,Minor Delay,Baggage Loading,1797,3
AL8070,Alaska Airlines,DEN,SLC,2024-02-24,Saturday,February,2024-02-24 12:15:00,2024-02-24 12:26:00,11,Minor Delay,Air Traffic Control,303,12
SO8115,Southwest Airlines,JFK,DEN,2024-10-30,Wednesday,October,2024-10-30 18:30:00,2024-10-30 18:39:00,9,Minor Delay,Baggage Loading,267,18
AL1018,Alaska Airlines,SEA,DFW,2024-01-19,Friday,January,2024-01-19 11:15:00,2024-01-19 16:12:00,297,Severe Delay,Airport Congestion,2977,11
UN9592,United Airlines,LAS,DEN,2024-10-01,Tuesday,October,2024-10-01 03:15:00,2024-10-01 03:18:00,3,Minor Delay,Air Traffic Control,2130,3
AM4076,American Airlines,SAN,BWI,2024-11-12,Tuesday,November,2024-11-12 06:15:00,2024-11-12 06:32:00,17,Moderate Delay,Air Traffic Control,598,6
UN9783,United Airlines,DEN,LAX,2024-08-21,Wednesday,August,2024-08-21 06:15:00,2024-08-21 06:23:00,8,Minor Delay,Air Traffic Control,1945,6
SP5412,Spirit Airlines,ORD,SAN,2024-06-21,Friday,June,2024-06-21 15:15:00,2024-06-21 15:28:00,13,Minor Delay,Air Traffic Control,386,15
UN5596,United Airlines,DEN,LAX,2024-10-30,Wednesday,October,2024-10-30 09:45:00,2024-10-30 10:00:00,15,Minor Delay,Baggage Loading,2466,9
FR4091,Frontier Airlines,PHL,DFW,2024-03-25,Monday,March,2024-03-25 06:45:00,2024-03-25 07:23:00,38,Moderate Delay,Late Arrival,530,6
AM3039,American Airlines,DEN,IAD,2024-01-04,Thursday,January,2024-01-04 16:30:00,2024-01-04 16:35:00,5,Minor Delay,Baggage Loading,719,16
UN4539,United Airlines,MSP,SFO,2024-04-15,Monday,April,2024-04-15 12:15:00,2024-04-15 12:20:00,5,Minor Delay,Air Traffic Control,2642,12
FR1542,Frontier Airlines,BWI,MIA,2024-04-02,Tuesday,April,2024-04-02 10:00:00,2024-04-02 10:06:00,6,Minor Delay,Air Traffic Control,681,10
DE6029,Delta Air Lines,DTW,MSP,2024-09-28,Saturday,September,2024-09-28 08:15:00,2024-09-28 08:34:00,19,Moderate Delay,Airport Congestion,661,8
FR8251,Frontier Airlines,CLT,MCO,2024-03-17,Sunday,March,2024-03-17 16:00:00,2024-03-17 16:03:00,3,Minor Delay,Baggage Loading,1367,16
SP4218,Spirit Airlines,SEA,BWI,2024-04-17,Wednesday,April,2024-04-17 18:45:00,2024-04-17 19:06:00,21,Moderate Delay,Weather,2401,18
UN576,United Airlines,BOS,DTW,2024-03-31,Sunday,March,2024-03-31 06:15:00,2024-03-31 09:31:00,196,Severe Delay,Airport Congestion,1014,6
AL3869,Alaska Airlines,ORD,IAH,2024-12-12,Thursday,December,2024-12-12 08:15:00,2024-12-12 10:27:00,132,Severe Delay,Airport Congestion,1103,8
FR9686,Frontier Airlines,BOS,DFW,2024-02-07,Wednesday,February,2024-02-07 20:15:00,2024-02-07 20:24:00,9,Minor Delay,Late Arrival,2063,20
SP6219,Spirit Airlines,LAX,BOS,2024-04-01,Monday,April,2024-04-01 17:30:00,2024-04-01 19:43:00,133,Severe Delay,Crew Issue,721,17
AM4697,American Airlines,LAX,ORD,2024-01-17,Wednesday,January,2024-01-17 19:45:00,2024-01-17 19:55:00,10,Minor Delay,Baggage Loading,1100,19
UN2884,United Airlines,PHL,DTW,2024-05-31,Friday,May,2024-05-31 19:00:00,2024-05-31 19:15:00,15,Minor Delay,Late Arrival,2203,19
FR7681,Frontier Airlines,PHX,ATL,2024-04-20,Saturday,April,2024-04-20 17:15:00,2024-04-20 17:23:00,8,Minor Delay,Baggage Loading,2573,17
UN9499,United Airlines,ATL,SFO,2024-04-23,Tuesday,April,2024-04-23 23:00:00,2024-04-24 03:48:00,288,Severe Delay,Weather,1943,23
SP7952,Spirit Airlines,SAN,ORD,2024-09-28,Saturday,September,2024-09-28 12:15:00,2024-09-28 12:32:00,17,Moderate Delay,Weather,1865,12
UN5972,United Airlines,MIA,LAS,2024-04-21,Sunday,April,2024-04-21 16:00:00,2024-04-21 16:05:00,5,Minor Delay,Late Arrival,1448,16
FR9445,Frontier Airlines,IAD,PHL,2024-03-23,Saturday,March,2024-03-23 01:45:00,2024-03-23 02:06:00,21,Moderate Delay,Airport Congestion,1860,1
AL7707,Alaska Airlines,SAN,BWI,2024-04-04,Thursday,April,2024-04-04 00:00:00,2024-04-04 00:05:00,5,Minor Delay,Late Arrival,1563,0
AM4959,American Airlines,EWR,PHX,2024-09-28,Saturday,September,2024-09-28 17:15:00,2024-09-28 18:26:00,71,Severe Delay,Crew Issue,424,17
AL944,Alaska Airlines,ORD,EWR,2024-09-20,Friday,September,2024-09-20 10:00:00,2024-09-20 10:21:00,21,Moderate Delay,Airport Congestion,2854,10
DE9287,Delta Air Lines,SAN,MCO,2024-10-13,Sunday,October,2024-10-13 06:30:00,2024-10-13 06:35:00,5,Minor Delay,Air Traffic Control,2858,6
SO3793,Southwest Airlines,SEA,JFK,2024-09-01,Sunday,September,2024-09-01 20:45:00,2024-09-01 20:51:00,6,Minor Delay,Air Traffic Control,1727,20
FR8066,Frontier Airlines,MSP,DTW,2024-06-25,Tuesday,June,2024-06-25 19:45:00,2024-06-25 22:44:00,179,Severe Delay,Airport Congestion,2743,19
DE3185,Delta Air Lines,SFO,DEN,2024-07-07,Sunday,July,2024-07-07 05:15:00,2024-07-07 05:18:00,3,Minor Delay,Air Traffic Control,647,5
JE1935,JetBlue Airways,SAN,LAX,2024-03-25,Monday,March,2024-03-25 13:15:00,2024-03-25 13:19:00,4,Minor Delay,Late Arrival,292,13
SP8970,Spirit Airlines,LAX,MSP,2024-05-30,Thursday,May,2024-05-30 10:45:00,2024-05-30 11:25:00,40,Moderate Delay,Air Traffic Control,974,10
AM3906,American Airlines,MSP,SLC,2024-02-02,Friday,February,2024-02-02 10:30:00,2024-02-02 10:38:00,8,Minor Delay,Baggage Loading,2191,10
FR7603,Frontier Airlines,MIA,LGA,2024-10-30,Wednesday,October,2024-10-30 06:30:00,2024-10-30 06:39:00,9,Minor Delay,Baggage Loading,1128,6
AL4820,Alaska Airlines,DFW,CLT,2024-09-04,Wednesday,September,2024-09-04 10:45:00,2024-09-04 12:37:00,112,Severe Delay,Crew Issue,946,10
UN2741,United Airlines,LAS,ORD,2024-03-30,Saturday,March,2024-03-30 04:30:00,2024-03-30 04:46:00,16,Moderate Delay,Late Arrival,1266,4
UN3461,United Airlines,DTW,IAD,2024-07-08,Monday,July,2024-07-08 03:30:00,2024-07-08 05:15:00,105,Severe Delay,Crew Issue,2036,3
UN8843,United Airlines,MIA,ORD,2024-10-03,Thursday,October,2024-10-03 20:45:00,2024-10-03 22:29:00,104,Severe Delay,Airport Congestion,1511,20
AM9048,American Airlines,MSP,SEA,2024-03-20,Wednesday,March,2024-03-20 16:30:00,2024-03-20 16:37:00,7,Minor Delay,Baggage Loading,2549,16
UN9360,United Airlines,IAD,SFO,2024-12-07,Saturday,December,2024-12-07 10:00:00,2024-12-07 10:50:00,50,Moderate Delay,Airport Congestion,2977,10
DE5147,Delta Air Lines,ATL,EWR,2024-10-09,Wednesday,October,2024-10-09 15:15:00,2024-10-09 15:26:00,11,Minor Delay,Air Traffic Control,1536,15
SO9658,Southwest Airlines,MSP,LAS,2024-01-29,Monday,January,2024-01-29 18:30:00,2024-01-29 18:39:00,9,Minor Delay,Air Traffic Control,2405,18
DE8485,Delta Air Lines,JFK,MCO,2024-08-16,Friday,August,2024-08-16 13:00:00,2024-08-16 16:34:00,214,Severe Delay,Airport Congestion,805,13
AL6426,Alaska Airlines,IAH,ATL,2024-08-06,Tuesday,August,2024-08-06 09:30:00,2024-08-06 09:41:00,11,Minor Delay,Baggage Loading,2497,9
SO7378,Southwest Airlines,IAD,EWR,2024-02-14,Wednesday,February,2024-02-14 18:30:00,2024-02-14 18:34:00,4,Minor Delay,Late Arrival,1936,18
UN9720,United Airlines,LGA,DEN,2024-07-31,Wednesday,July,2024-07-31 06:30:00,2024-07-31 06:35:00,5,Minor Delay,Late Arrival,1573,6
SP1549,Spirit Airlines,ATL,SFO,2024-02-03,Saturday,February,2024-02-03 16:30:00,2024-02-03 16:34:00,4,Minor Delay,Late Arrival,2092,16
UN3364,United Airlines,CLT,EWR,2024-12-29,Sunday,December,2024-12-29 09:45:00,2024-12-29 10:03:00,18,Moderate Delay,Air Traffic Control,2597,9
FR9263,Frontier Airlines,IAD,SFO,2024-06-04,Tuesday,June,2024-06-04 08:00:00,2024-06-04 08:21:00,21,Moderate Delay,Air Traffic Control,2823,8
FR2134,Frontier Airlines,BWI,SAN,2024-11-21,Thursday,November,2024-11-21 20:45:00,2024-11-21 20:50:00,5,Minor Delay,Late Arrival,2841,20
AM2055,American Airlines,PHX,MSP,2024-05-05,Sunday,May,2024-05-05 23:00:00,2024-05-05 23:05:00,5,Minor Delay,Baggage Loading,2580,23
SP4325,Spirit Airlines,BWI,SAN,2024-09-03,Tuesday,September,2024-09-03 13:00:00,2024-09-03 13:13:00,13,Minor Delay,Late Arrival,2556,13
JE2768,JetBlue Airways,PHL,DFW,2024-01-09,Tuesday,January,2024-01-09 07:45:00,2024-01-09 09:24:00,99,Severe Delay,Crew Issue,868,7
JE6017,JetBlue Airways,EWR,SLC,2024-01-28,Sunday,January,2024-01-28 20:30:00,2024-01-28 20:52:00,22,Moderate Delay,Air Traffic Control,2369,20
DE8519,Delta Air Lines,MCO,SLC,2024-11-23,Saturday,November,2024-11-23 07:00:00,2024-11-23 07:26:00,26,Moderate Delay,Airport Congestion,2427,7
AL5032,Alaska Airlines,PHX,SAN,2024-06-14,Friday,June,2024-06-14 17:30:00,2024-06-14 17:34:00,4,Minor Delay,Late Arrival,1640,17
AM2343,American Airlines,MSP,MIA,2024-03-14,Thursday,March,2024-03-14 11:45:00,2024-03-14 11:51:00,6,Minor Delay,Air Traffic Control,619,11
UN8347,United Airlines,LAS,MCO,2024-04-21,Sunday,April,2024-04-21 18:00:00,2024-04-21 18:10:00,10,Minor Delay,Air Traffic Control,677,18
AM7956,American Airlines,IAH,MIA,2024-03-08,Friday,March,2024-03-08 16:15:00,2024-03-08 21:12:00,297,Severe Delay,Crew Issue,905,16
JE571,JetBlue Airways,IAD,ORD,2024-12-29,Sunday,December,2024-12-29 08:15:00,2024-12-29 08:25:00,10,Minor Delay,Baggage Loading,713,8
UN1387,United Airlines,EWR,IAD,2024-04-17,Wednesday,April,2024-04-17 18:00:00,2024-04-17 18:07:00,7,Minor Delay,Baggage Loading,1966,18
SO1866,Southwest Airlines,DFW,SAN,2024-01-22,Monday,January,2024-01-22 14:00:00,2024-01-22 14:04:00,4,Minor Delay,Baggage Loading,377,14
JE268,JetBlue Airways,ORD,LAX,2024-02-03,Saturday,February,2024-02-03 20:15:00,2024-02-03 20:23:00,8,Minor Delay,Air Traffic Control,956,20
AL579,Alaska Airlines,DEN,CLT,2024-12-09,Monday,December,2024-12-09 19:30:00,2024-12-09 22:58:00,208,Severe Delay,Crew Issue,857,19
SO8372,Southwest Airlines,PHL,DEN,2024-09-13,Friday,September,2024-09-13 06:00:00,2024-09-13 06:26:00,26,Moderate Delay,Airport Congestion,1354,6
AM1716,American Airlines,MCO,DTW,2024-03-28,Thursday,March,2024-03-28 19:45:00,2024-03-28 19:50:00,5,Minor Delay,Late Arrival,958,19
DE3063,Delta Air Lines,IAH,EWR,2024-08-13,Tuesday,August,2024-08-13 12:15:00,2024-08-13 12:24:00,9,Minor Delay,Baggage Loading,706,12
DE8615,Delta Air Lines,LAX,MSP,2024-08-26,Monday,August,2024-08-26 18:30:00,2024-08-26 19:07:00,37,Moderate Delay,Weather,536,18
FR1995,Frontier Airlines,JFK,MIA,2024-06-16,Sunday,June,2024-06-16 12:30:00,2024-06-16 12:35:00,5,Minor Delay,Baggage Loading,1125,12
SP4861,Spirit Airlines,EWR,MCO,2024-10-10,Thursday,October,2024-10-10 19:45:00,2024-10-10 23:23:00,218,Severe Delay,Aircraft Issue,252,19
FR1823,Frontier Airlines,JFK,BOS,2024-12-11,Wednesday,December,2024-12-11 14:00:00,2024-12-11 14:13:00,13,Minor Delay,Baggage Loading,1840,14
DE2864,Delta Air Lines,DEN,JFK,2024-12-21,Saturday,December,2024-12-21 22:30:00,2024-12-21 22:56:00,26,Moderate Delay,Late Arrival,702,22
SP8277,Spirit Airlines,PHX,IAD,2024-04-29,Monday,April,2024-04-29 18:30:00,2024-04-29 22:24:00,234,Severe Delay,Crew Issue,2148,18
SP8038,Spirit Airlines,MSP,PHX,2024-12-07,Saturday,December,2024-12-07 07:45:00,2024-12-07 07:57:00,12,Minor Delay,Baggage Loading,2204,7
SO2305,Southwest Airlines,ATL,LAX,2024-09-11,Wednesday,September,2024-09-11 17:00:00,2024-09-11 17:17:00,17,Moderate Delay,Weather,933,17
AL2602,Alaska Airlines,MIA,BWI,2024-07-14,Sunday,July,2024-07-14 15:00:00,2024-07-14 15:14:00,14,Minor Delay,Late Arrival,2216,15
SO4909,Southwest Airlines,SLC,BOS,2024-08-26,Monday,August,2024-08-26 13:30:00,2024-08-26 13:42:00,12,Minor Delay,Late Arrival,2438,13
AM7151,American Airlines,ORD,EWR,2024-01-10,Wednesday,January,2024-01-10 12:45:00,2024-01-10 13:05:00,20,Moderate Delay,Weather,334,12
JE2789,JetBlue Airways,BOS,EWR,2024-03-31,Sunday,March,2024-03-31 06:45:00,2024-03-31 06:58:00,13,Minor Delay,Air Traffic Control,2530,6
FR9173,Frontier Airlines,SLC,DTW,2024-12-11,Wednesday,December,2024-12-11 15:45:00,2024-12-11 15:52:00,7,Minor Delay,Air Traffic Control,2275,15
SP4415,Spirit Airlines,BOS,LGA,2024-01-29,Monday,January,2024-01-29 22:30:00,2024-01-30 01:25:00,175,Severe Delay,Crew Issue,451,22
